Taxa	MetaCyc_complete_name	Representative_taxa	NCBI_IDs	Taxa_range	NCBI_IDs	MetaCycID_2	name	pathClass	Class	Category
PWY1F-823	PWY1F.823..leucopelargonidin.and.leucocyanidin.biosynthesis	Dahlia pinnata,Ginkgo biloba,Matthiola incana,Petunia x hybrida,Populus tremuloides,Populus trichocarpa,Saussurea medusa,Arabidopsis thaliana,	101596,3311,3724,4102,3693,3694,137893,	Spermatophyta,	58024,	PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	LEUCOANTHOCYANIDIN-SYN,FLAVONOID-SYN,Phenylpropanoid Derivatives Biosynthesis,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY1F-FLAVSYN	PWY1F.FLAVSYN..flavonoid.biosynthesis	Citrus unshiu,Ginkgo biloba,Medicago sativa,Pueraria montana,Sesbania rostrata,Arabidopsis thaliana,	55188,3311,3879,3893,3895,	Spermatophyta,	58024,	PWY1F-FLAVSYN	flavonoid biosynthesis	FLAVONOID-SYN,PHENYLPROPANOID-SYN,Secondary Metabolites Biosynthesis,Biosynthesis	Secondary Metabolites Biosynthesis	Biosynthesis
PWY1G-0	PWY1G.0..mycothiol.biosynthesis	Corynebacterium glutamicum,Nocardiopsis,Actinomadura,Micromonospora,Streptomyces,Mycobacterium,Nocardia,Mycobacterium bovis,Mycobacterium leprae,Mycobacterium smegmatis,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Mycobacterium vaccae,Rhodococcus <Bacteria>,Mycobacterium gastri,	196627,2013,1988,1873,1883,1763,1817,1765,1769,1772,1773,83332,1810,1827,	Actinobacteria <phylum>,	201174,	PWY1G-0	mycothiol biosynthesis	Reductants,Cofactor-Biosynthesis,Biosynthesis	Cofactor-Biosynthesis	Biosynthesis
PWY3DJ-35471	PWY3DJ.35471..L.ascorbate.biosynthesis.IV	Bos taurus,Capra hircus,Mesocricetus auratus,Mus musculus,Rattus norvegicus,Sus scrofa,	9913,9925,10036,10090,10116,9823,	Vertebrata <Metazoa>,	7742,	PWY3DJ-35471	L ascorbate biosynthesis IV	Ascorbate-Biosynthesis,Vitamin-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Vitamin-Biosynthesis	Biosynthesis
PWY3O-1109	PWY3O.1109..superpathway.of.4.hydroxybenzoate.biosynthesis..yeast.	Saccharomyces cerevisiae,	4932,	Fungi,	4751,	PWY3O-1109	superpathway of 4 hydroxybenzoate biosynthesis yeast	4-Hydroxybenzoate-Biosynthesis,Aromatic Compounds Biosynthesis,Biosynthesis	Aromatic Compounds Biosynthesis	Biosynthesis
PWY3O-19	PWY3O.19..ubiquinol.6.biosynthesis.from.4.hydroxybenzoate..eukaryotic.	Saccharomyces cerevisiae,Saccharomyces chevalieri,	4932,62270,	Fungi,	4751,	PWY3O-19	ubiquinol 6 biosynthesis from 4 hydroxybenzoate eukaryotic	Ubiquinone-Biosynthesis,Quinone-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Quinone-Biosynthesis	Biosynthesis
PWY3O-355	PWY3O.355..stearate.biosynthesis.III..fungi.	Saccharomyces cerevisiae,	4932,	Fungi,	4751,	PWY3O-355	stearate biosynthesis III (fungi)	Stearate-Biosynthesis,Fatty-acid-biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY490-3	PWY490.3..nitrate.reduction.VI..assimilatory.	Synechococcus elongatus,	1140,	Cyanobacteria,	1117,	PWY490-3	nitrate reduction VI (assimilatory)	Nitrate-Reduction,Nitrogen Compounds Metabolism,Inorganic Nutrients Metabolism,Degradation/Utilization/Assimilation	Inorganic Nutrients Metabolism	Degradation
PWY4FS-5	PWY4FS.5..superpathway.of.phosphatidylcholine.biosynthesis	Daucus carota,Glycine max,Lemna paucicostata,Olea europaea,Arabidopsis thaliana,	4039,3847,89585,4146,	Viridiplantae,	33090,	PWY4FS-5	superpathway of phosphatidylcholine biosynthesis	Phosphatidylcholine-Biosynthesis,Phospholipid-Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY4FS-7	PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.	Pisum sativum,Limnanthes douglasii,Triticum aestivum,Vigna radiata,Ricinus communis,Glycine max,Arabidopsis thaliana,	3888,28973,4565,3916,3988,3847,	Eukaryota,Bacteria,	2759,2,	PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	PhosphatidylglycerolBiosynthesis,Phospholipid-Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY4FS-8	PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.	Pisum sativum,Limnanthes douglasii,Triticum aestivum,Vigna radiata,Ricinus communis,Glycine max,Arabidopsis thaliana,	3888,28973,4565,3916,3988,3847,	Eukaryota,Bacteria,	2759,2,	PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	PhosphatidylglycerolBiosynthesis,Phospholipid-Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY4LZ-257	PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.	Chlamydomonas reinhardtii,	3055,	Viridiplantae,	33090,	PWY4LZ-257	superpathway of fermentation (Chlamydomonas reinhardtii)	Pyruvate-Degradation,Fermentation,Energy-Metabolism,Pathways	Fermentation	Energy-Metabolism
PWY5F9-12	PWY5F9.12..biphenyl.degradation	Rhodococcus jostii,	101510,	Bacteria,	2,	PWY5F9-12	biphenyl degradation	Aromatic Compounds Degradation,Degradation,Pathways	Aromatic Compounds Degradation	Degradation
PWY66-201	PWY66.201..nicotine.degradation.IV	Homo sapiens,	9606,	Mammalia,	40674,	PWY66-201	nicotine degradation IV	Nicotine-Degradation,Other-Degradation,Degradation/Utilization/Assimilation	Other-Degradation	Degradation
PWY66-3	PWY66.3..cholesterol.biosynthesis.II..via.24.25.dihydrolanosterol.	Homo sapiens,	9606,	Metazoa,	33208,	PWY66-3	cholesterol biosynthesis II	sterol biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY66-301	PWY66.301..catecholamine.biosynthesis	Bos taurus,Homo sapiens,	9913,9606,	Metazoa,	33208,	PWY66-301	catecholamine biosynthesis	HORMONE-SYN,Biosynthesis,Pathways	HoRMONE-SYN	Biosynthesis
PWY66-341	PWY66.341..cholesterol.biosynthesis.I	Homo sapiens,	9606,	Metazoa,	33208,	PWY66-341	cholesterol biosynthesis I	sterol biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY66-367	PWY66.367..ketogenesis	Homo sapiens,	9606,	Chordata,	7711,	PWY66-367	ketogenesis	OTHER-ENERGY,Energy-Metabolism,Pathways	Ketogenesis	Energy-Metabolism
PWY66-373	PWY66.373..sucrose.degradation.V..sucrose..alpha..glucosidase.	Homo sapiens,	9606,	Mammalia,	40674,	PWY66-373	sucrose degradation V (sucrose alpha,-glucosidase)	SUCROSE-DEG,Sugars-And-Polysaccharides-Degradation,Carbohydrates Degradation,Degradation/Utilization/Assimilation	Carbohydrates Degradation	Degradation
PWY66-374	PWY66.374..C20.prostanoid.biosynthesis	Homo sapiens,	9606,	Mammalia,	40674,	PWY66-374	C20 prostanoid biosynthesis	HORMONE-SYN,Biosynthesis,Pathways	HoRMONE-SYN	Biosynthesis
PWY66-375	PWY66.375..leukotriene.biosynthesis	Homo sapiens,	9606,	Vertebrata <Metazoa>,	7742,	PWY66-375	leukotriene biosynthesis	Hormones Biosynthesis,Biosynthesis	HORMONE-SYN	Biosynthesis
PWY66-378	PWY66.378..androgen.biosynthesis	Homo sapiens,	9606,	Vertebrata <Metazoa>,	7742,	PWY66-378	androgen biosynthesis	Hormones Biosynthesis,Biosynthesis	HORMONE-SYN	Biosynthesis
PWY66-388	PWY66.388..fatty.acid..alpha..oxidation.III	Homo sapiens,Rattus norvegicus,	9606,10116,	Metazoa,	33208,	PWY66-388	fatty acid andalpha oxidation III	Fatty-Acid-Degradation,Fatty-Acid-and-Lipid-Degradation,Degradation	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY66-389	PWY66.389..phytol.degradation	Homo sapiens,Rattus norvegicus,	9606,10116,	Mammalia,	40674,	PWY66-389	phytol degradation	Alcohol-Degradation,Degradation,Pathways	Alcohol-Degradation	Degradation
PWY66-391	PWY66.391..fatty.acid..beta..oxidation.VI..peroxisome.	Danio rerio,Homo sapiens,Mus musculus,Rattus norvegicus,	7955,9606,10090,10116,	Vertebrata <Metazoa>,	7742,	PWY66-391	fatty acid andbeta oxidation VI peroxisome	Fatty-Acid-Degradation,Fatty-Acid-and-Lipid-Degradation,Degradation	Fatty-Acid-and-Lipid-Degradation	Degradation
PWY66-398	PWY66.398..TCA.cycle.III..animals.	Homo sapiens,	9606,	Metazoa,	33208,	PWY66-398	TCA cycle III (animals)	TCA-VARIANTS,Energy-Metabolism,Pathways	TCA cycle	Energy-Metabolism
PWY66-399	PWY66.399..gluconeogenesis.III	Homo sapiens,	9606,	Metazoa,	33208,	PWY66-399	gluconeogenesis III	Gluconeogenesis,CARBO-BIOSYNTHESIS,Carbohydrates Biosynthesis,Biosynthesis	Carbohydrates Biosynthesis	Biosynthesis
PWY66-4	PWY66.4..cholesterol.biosynthesis.III..via.desmosterol.	Homo sapiens,	9606,	Metazoa,	33208,	PWY66-4	cholesterol biosynthesis III	sterol biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY66-400	PWY66.400..glycolysis.VI..metazoan.					PWY66-400	glycolysis VI metazoan	Glycolysis	Glycolysis	Energy-Metabolism
PWY66-409	PWY66.409..superpathway.of.purine.nucleotide.salvage	Homo sapiens,	9606,	Mammalia,Eukaryota,	40674,2759,	PWY66-409	superpathway of purine nucleotide salvage	Purine-Nucleotides-Salvage,PUR-NUC-SYN,Nucleosides and Nucleotides Biosynthesis,Biosynthesis	Nucleosides and Nucleotides Biosynthesis	Biosynthesis
PWY66-422	PWY66.422..D.galactose.degradation.V..Leloir.pathway.	Homo sapiens,Rattus norvegicus,Saccharomyces cerevisiae,	9606,10116,4932,	Eukaryota,	2759,	PWY66-422	D galactose degradation V Leloir pathway	GALACTOSE-DEGRADATION,Sugars-And-Polysaccharides-Degradation,Carbohydrates Degradation,Degradation/Utilization/Assimilation	Carbohydrates Degradation	Degradation
PWY66-5	PWY66.5..superpathway.of.cholesterol.biosynthesis	Homo sapiens,	9606,	Metazoa,	33208,	PWY66-5	cholesterol biosynthesis spw	sterol biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PWY6666-2	PWY6666.2..dopamine.degradation	Homo sapiens,	9606,	Metazoa,	33208,	PWY6666-2	dopamine degradation	AMINE-DEG,Degradation,Pathways	AMINE-DEG	Degradation
PWYG-321	PWYG.321..mycolate.biosynthesis	Mycobacterium tuberculosis,	83332,	Mycobacteriaceae,	1762,	PWYG-321	mycolate biosynthesis	Fatty-acid-biosynthesis,Lipid-Biosynthesis,Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
PYRIDNUCSAL-PWY	PYRIDNUCSAL.PWY..NAD.salvage.pathway.I	Escherichia coli,Saccharomyces cerevisiae,Salmonella enterica,	511145,4932,90371,	Fungi,Bacteria,	4751,2,	PYRIDNUCSAL-PWY	NAD salvage pathway I	NAD-SYN,NAD-Metabolism,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	NAD-Metabolism	Biosynthesis
PYRIDNUCSYN-PWY	PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.	Gossypium hirsutum,Ricinus communis,Ralstonia solanacearum,Pseudomonas putida,Pseudomonas aeruginosa,Nicotiana tabacum,Nicotiana rustica,Mycobacterium tuberculosis,Escherichia coli,Cupriavidus metallidurans,Bacillus subtilis,Bacillus cereus,Arabidopsis thaliana,	3635,3988,305,303,287,4097,4093,1773,511145,266264,1423,1396,	Eukaryota,Bacteria,	2759,2,	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	NAD-SYN,NAD-Metabolism,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	NAD-Metabolism	Biosynthesis
PYRIDOXSYN-PWY	PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I	Escherichia coli,	511145,	Bacteria,	2,	PYRIDOXSYN-PWY	pyridoxal 5 phosphate biosynthesis I	Vitamin-B6-Biosynthesis,Vitamin-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Vitamin-Biosynthesis	Biosynthesis
REDCITCYC	PWY_REDCITCYC..TCA.cycle.VIII..helicobacter.	Helicobacter pylori,Helicobacter pylori,	85962,102617,	Bacteria,	2,	REDCITCYC	TCA cycle VIII (helicobacter)	TCA-VARIANTS,Energy-Metabolism,Pathways	TCA cycle	Energy-Metabolism
RHAMCAT-PWY	RHAMCAT.PWY..L.rhamnose.degradation.I	Bacillus subtilis,Chloroflexus aurantiacus,Escherichia coli,Rhizobium leguminosarum,	224308,324602,511145,386,	Bacteria,	2,	RHAMCAT-PWY	L rhamnose degradation I	L-rhamnose-Degradation,Sugars-And-Polysaccharides-Degradation,Carbohydrates Degradation,Degradation/Utilization/Assimilation	Carbohydrates Degradation	Degradation
RIBOSYN2-PWY	RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	Bacillus subtilis,Escherichia coli,Arabidopsis thaliana,	1423,511145,	Viridiplantae,Bacteria,	33090,2,	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	Flavin-Biosynthesis,Vitamin-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Vitamin-Biosynthesis	Biosynthesis
RUMP-PWY	RUMP.PWY..formaldehyde.oxidation.I	Methylobacillus flagellatus,Brevibacillus brevis,Methylomonas aminofaciens,Mycobacterium gastri,	405,	Bacteria,	2,	RUMP-PWY	formaldehyde oxidation I	Energy-Metabolism,Pathways	other	Energy-Metabolism
SALVADEHYPOX-PWY	SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II	Rattus norvegicus,Homo sapiens,Penicillium palitans,Aspergillus terricola,Escherichia coli,	10116,9606,293373,36642,511145,	Archaea,Eukaryota,Bacteria,	2157,2759,2,	SALVADEHYPOX-PWY	adenosine nucleotides degradation II	Adenosine-Nucleotides-Degradation,Purine-Degradation,Nucleosides and Nucleotides Degradation,Degradation/Utilization/Assimilation	Nucleosides and Nucleotides Degradation	Degradation
SER-GLYSYN-PWY	SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I	Homo sapiens,Escherichia coli,Glycine max,	9606,511145,3847,	Eukaryota,Bacteria,Archaea,	2759,2,2157,	SER-GLYSYN-PWY	superpathway of L serine and glycine biosynthesis I	Amino Acids Biosynthesis,Biosynthesis,Pathways	Amino Acids Biosynthesis	Biosynthesis
SO4ASSIM-PWY	SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.	Bacillus subtilis,Escherichia coli,Saccharomyces cerevisiae,	1423,511145,4932,	Fungi,Bacteria,	4751,2,	SO4ASSIM-PWY	sulfate reduction I (assimilatory)	Sulfate-Reduction,Sulfur-Metabolism,Inorganic Nutrients Metabolism,Degradation/Utilization/Assimilation	Inorganic Nutrients Metabolism	Degradation
SPHINGOLIPID-SYN-PWY	SPHINGOLIPID.SYN.PWY..sphingolipid.biosynthesis..yeast.	Saccharomyces cerevisiae,	4932,	Fungi,	4751,	SPHINGOLIPID-SYN-PWY	sphingolipid biosynthesis	Sphingolipid-Biosynthesis,Fatty-Acid-and-Lipid-Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
SUCSYN-PWY	SUCSYN.PWY..sucrose.biosynthesis.I..from.photosynthesis.	Solanum lycopersicum,Glycine max,Malus domestica,Nicotiana tabacum,Oryza sativa,Oryza sativa,Spinacia oleracea,Arabidopsis thaliana,	4081,3847,3750,4097,4530,39947,3562,	Cyanobacteria,Viridiplantae,	1117,33090,	SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	Sucrose-Biosynthesis,CARBO-BIOSYNTHESIS,Carbohydrates Biosynthesis,Biosynthesis	Carbohydrates Biosynthesis	Biosynthesis
SULFATE-CYS-PWY	SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis	Escherichia coli,	511145,	Bacteria,	2,	SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	Super-Pathways,Pathways	Amino Acids Biosynthesis	Biosynthesis
TCA	PWY_TCA..TCA.cycle.I..prokaryotic.	Azotobacter vinelandii,Escherichia coli,	354,511145,	Bacteria,Archaea,	2,2157,	TCA	TCA cycle I (prokaryotic)	TCA-VARIANTS,Energy-Metabolism,Pathways	TCA cycle	Energy-Metabolism
TCA-GLYOX-BYPASS	PWY_TCA.GLYOX.BYPASS..superpathway.of.glyoxylate.bypass.and.TCA	Escherichia coli,	511145,	Archaea,Bacteria,	2157,2,	TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	TCA-VARIANTS,Energy-Metabolism,Pathways	TCA cycle	Energy-Metabolism
TEICHOICACID-PWY	TEICHOICACID.PWY..teichoic.acid..poly.glycerol..biosynthesis	Bacillus subtilis,Lactobacillus plantarum,	224308,1590,	Firmicutes,	1239,	TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	Cell-Wall-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
THISYN-PWY	THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	Escherichia coli,Salmonella enterica,	511145,90371,	Bacteria,	2,	THISYN-PWY	superpathway of thiamine diphosphate biosynthesis I	Thiamine-Biosynthesis,Vitamin-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Vitamin-Biosynthesis	Biosynthesis
THISYNARA-PWY	THISYNARA.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.III..eukaryotes.	Plasmodium falciparum,Saccharomyces cerevisiae,Arabidopsis thaliana,	5833,4932,	Alveolata,Fungi,Viridiplantae,	33630,4751,33090,	THISYNARA-PWY	superpathway of thiamin diphosphate biosynthesis III eukaryotes	Thiamine-Biosynthesis,Vitamin-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Vitamin-Biosynthesis	Biosynthesis
THREOCAT-PWY	THREOCAT.PWY..superpathway.of.L.threonine.metabolism	Escherichia coli,Salmonella enterica,	511145,90371,	Bacteria,	2,	THREOCAT-PWY	superpathway of L threonine metabolism	THREONINE-DEG,Proteinogenic-Amino-Acids-Degradation,Amino Acids Degradation,Degradation/Utilization/Assimilation	Amino Acids Degradation	Degradation
THRESYN-PWY	THRESYN.PWY..superpathway.of.L.threonine.biosynthesis	Escherichia coli,	511145,	Fungi,Viridiplantae,Bacteria,Archaea,	4751,33090,2,2157,	THRESYN-PWY	superpathway of L threonine biosynthesis	THREONINE-BIOSYNTHESIS,IND-AMINO-ACID-SYN,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
TRIGLSYN-PWY	TRIGLSYN.PWY..diacylglycerol.and.triacylglycerol.biosynthesis	Carthamus tinctorius,Glycine max,Limnanthes douglasii,Pisum sativum,Ricinus communis,Saccharomyces cerevisiae,Arabidopsis thaliana,	4222,3847,28973,3888,3988,4932,	Eukaryota,	2759,	TRIGLSYN-PWY	diacylglycerol and triacylglycerol biosynthesis	Fatty Acid and Lipid Biosynthesis,Biosynthesis	Fatty Acid and Lipid Biosynthesis	Biosynthesis
TRNA-CHARGING-PWY	TRNA.CHARGING.PWY..tRNA.charging	Escherichia coli,	511145,	Eukaryota,Bacteria,Archaea,	2759,2,2157,	TRNA-CHARGING-PWY	tRNA charging	Aminoacyl-tRNAs-Charging,Biosynthesis,Pathways	Aminoacyl-tRNAs-Charging	Biosynthesis
TRPSYN-PWY	TRPSYN.PWY..L.tryptophan.biosynthesis	Bacillus subtilis,Escherichia coli,Sulfolobus solfataricus,Thermococcus kodakarensis,Thermotoga maritima,Arabidopsis thaliana,	1423,511145,2287,311400,2336,	Fungi,Archaea,Bacteria,Embryophyta,	4751,2157,2,3193,	TRPSYN-PWY	L tryptophan biosynthesis	TRYPTOPHAN-BIOSYNTHESIS,IND-AMINO-ACID-SYN,Amino Acids Biosynthesis,Biosynthesis	Amino Acids Biosynthesis	Biosynthesis
TRYPTOPHAN-DEGRADATION-1	TRYPTOPHAN.DEGRADATION.1..L.tryptophan.degradation.III..eukaryotic.	Homo sapiens,Mus musculus,Rattus norvegicus,Saccharomyces cerevisiae,	9606,10090,10116,4932,	Fungi,Metazoa,	4751,33208,	TRYPTOPHAN-DEGRADATION-1	L-tryptophan degradation III	proteinogenic Amino Acids Biosynthesis	Amino Acids Degradation	Degradation
TYRFUMCAT-PWY	TYRFUMCAT.PWY..L.tyrosine.degradation.I	Aspergillus fumigatus,Vibrio cholerae,Vibrio cholerae,Pseudomonas sp. P.J. 874,Pseudomonas putida,Pseudomonas fluorescens,Pseudomonas aeruginosa,Homo sapiens,Aspergillus nidulans,	746128,127906,666,72587,303,294,287,9606,162425,	Proteobacteria,Fungi,Mammalia,	1224,4751,40674,	TYRFUMCAT-PWY	L tyrosine degradation I	TYROSINE-DEG,Proteinogenic-Amino-Acids-Degradation,Amino Acids Degradation,Degradation/Utilization/Assimilation	Amino Acids Degradation	Degradation
UBISYN-PWY	UBISYN.PWY..superpathway.of.ubiquinol.8.biosynthesis..prokaryotic.	Rubrivivax gelatinosus,Halorhodospira halophila,Allochromatium vinosum,Acinetobacter lwoffii,Acinetobacter calcoaceticus,Xanthomonas oryzae,Xanthomonas citri,Xanthomonas campestris,Stenotrophomonas maltophilia,Cupriavidus necator,Bordetella pertussis,Azotobacter chroococcum,Azotobacter vinelandii,Salinivibrio costicola,Aeromonas caviae,Aeromonas hydrophila,Serratia marcescens,Proteus vulgaris,Proteus mirabilis,Citrobacter freundii,[Enterobacter] aerogenes,Escherichia coli,	28068,1053,1049,28090,107673,347,346,339,40324,106590,520,353,354,51367,648,644,615,585,584,546,548,511145,	Bacteria,	2,	UBISYN-PWY	superpathway of ubiquinol 8 biosynthesis prokaryotic	Ubiquinone-Biosynthesis,Quinone-Biosynthesis,Cofactors, Prosthetic Groups, Electron Carriers Biosynthesis,Biosynthesis	Quinone-Biosynthesis	Biosynthesis
UDPNACETYLGALSYN-PWY	UDPNACETYLGALSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.II	Aedes aegypti,Candida albicans,Drosophila melanogaster,Homo sapiens,Mus musculus,Rattus norvegicus,Saccharomyces cerevisiae,Sus scrofa,Arabidopsis thaliana,	7159,5476,7227,9606,10090,10116,4932,9823,	Eukaryota,	2759,	UDPNACETYLGALSYN-PWY	UDP N acetyl D glucosamine biosynthesis II	UDP-NAc-Glucosamine-Biosynthesis,Polyamine-Biosynthesis,Biosynthesis	Polyamine-Biosynthesis	Biosynthesis
UDPNAGSYN-PWY	UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I	Escherichia coli,	511145,	Opisthokonta,Archaea,Bacteria,	33154,2157,2,	UDPNAGSYN-PWY	UDP N acetyl D glucosamine biosynthesis I	O-Antigen-Biosynthesis,Lipopolysaccharide-Biosynthesis,Cell Structures Biosynthesis,Biosynthesis	Cell Structures Biosynthesis	Biosynthesis
URDEGR-PWY	URDEGR.PWY..superpathway.of.allantoin.degradation.in.plants	Chlamydomonas reinhardtii,Cicer arietinum,Glycine max,Phaseolus vulgaris,Robinia pseudoacacia,Arabidopsis thaliana,	3055,3827,3847,3885,35938,	Viridiplantae,	33090,	URDEGR-PWY	superpathway of allantoin degradation in plants	Allantoin-degradation,AMINE-DEG,Degradation	AMINE-DEG	Degradation
URSIN-PWY	URSIN.PWY..ureide.biosynthesis	Glycine max,	3847,	Fabaceae,	3803,	URSIN-PWY	ureide biosynthesis	Polyamine-Biosynthesis,Biosynthesis,Pathways	Polyamine-Biosynthesis	Biosynthesis
